Rk,Player,Pos,Squad,Age,Club,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,PlayerID,AstPer90,G+APer90,GlsPer90,G-PKPer90,G+A-PKPer90,SecondPos
724,Nicolas Pépé,FW,ci Côte d'Ivoire,31.0,1.es Villarreal,1995.0,4.0,3.0,234.0,2.6,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,57e3f0c7,0.38,1.15,0.77,0.77,1.15,N/A
725,Ricardo Pepi,FW,us United States,23.0,1.nl PSV,2003.0,5.0,2.0,204.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a2b1ed42,0.0,0.0,0.0,0.0,0.0,N/A
726,Kojo Peprah Oppong,DF,gh Ghana,22.0,1.fr Nice,2004.0,2.0,0.0,49.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,37a6fdb3,0.0,0.0,0.0,0.0,0.0,N/A
727,Ivan Perišić,MF,hr Croatia,37.0,1.nl PSV,1989.0,4.0,4.0,360.0,4.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,6fe90922,0.25,0.5,0.25,0.25,0.5,DF
728,Jens Petter Hauge,DF,no Norway,26.0,1.no Bodø/Glimt,1999.0,1.0,0.0,8.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12c35abe,0.0,0.0,0.0,0.0,0.0,FW
729,Charles Pickel,DF,cd Congo DR,29.0,1.es Espanyol,1997.0,2.0,0.0,35.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,f71ad8cb,0.0,0.0,0.0,0.0,0.0,MF
730,Jordan Pickford,GK,eng England,32.0,1.eng Everton,1994.0,7.0,7.0,660.0,7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4806ec67,0.0,0.0,0.0,0.0,0.0,N/A
731,Pico,DF,cv Cabo Verde,33.0,1.ie Shamrock,1992.0,4.0,4.0,390.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,faef0f92,0.0,0.0,0.0,0.0,0.0,N/A
732,Frantzdy Pierrot,FW,ht Haiti,31.0,1.tr Rizespor,1995.0,3.0,2.0,143.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,307877be,0.0,0.0,0.0,0.0,0.0,N/A
733,Kevin Pina,MF,cv Cabo Verde,29.0,1.ru Krasnodar,1997.0,4.0,4.0,349.0,3.9,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,296026ae,0.0,0.26,0.26,0.26,0.26,N/A
734,Wagner Pina,DF,cv Cabo Verde,23.0,1.tr Trabzonspor,2002.0,1.0,1.0,89.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9bf22b95,0.0,0.0,0.0,0.0,0.0,N/A
735,Orbelín Pineda,FW,mx Mexico,30.0,1.gr AEK Athens,1996.0,2.0,0.0,31.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,411fabd7,0.0,0.0,0.0,0.0,0.0,MF
736,Yéremy Pino,FW,es Spain,23.0,1.eng Crystal Palace,2002.0,2.0,0.0,70.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,540ec57b,0.0,0.0,0.0,0.0,0.0,MF
737,Isidro Pitta,FW,py Paraguay,26.0,1.br RB Bragantino,1999.0,1.0,1.0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,e9fc7295,0.0,0.0,0.0,0.0,0.0,N/A
738,Johny Placide,GK,ht Haiti,38.0,2.fr Bastia,1988.0,3.0,3.0,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,f1666a9d,0.0,0.0,0.0,0.0,0.0,N/A
739,Gonzalo Plata,FW,ec Ecuador,25.0,1.br Flamengo,2000.0,4.0,4.0,360.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,54bcdeb0,0.0,0.25,0.25,0.25,0.25,N/A
740,Marin Pongračić,DF,hr Croatia,28.0,1.it Fiorentina,1997.0,3.0,3.0,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2a6cd437,0.0,0.0,0.0,0.0,0.0,N/A
741,Jackson Porozo,DF,ec Ecuador,25.0,1.mx Tijuana,2000.0,1.0,0.0,29.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7d704e92,0.0,0.0,0.0,0.0,0.0,N/A
742,Pedro Porro,DF,es Spain,26.0,1.eng Tottenham,1999.0,6.0,6.0,563.0,6.3,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,27d0a506,0.0,0.32,0.32,0.32,0.32,N/A
743,Stefan Posch,DF,at Austria,29.0,1.de Mainz 05,1997.0,4.0,4.0,331.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,7f609bfc,0.0,0.0,0.0,0.0,0.0,N/A
744,Alexander Prass,DF,at Austria,25.0,1.de Hoffenheim,2001.0,2.0,0.0,29.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6637e6a7,0.0,0.0,0.0,0.0,0.0,MF
745,Ángelo Preciado,DF,ec Ecuador,28.0,1.br Atlético Mineiro,1998.0,4.0,0.0,109.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,eadc8e4f,0.0,0.0,0.0,0.0,0.0,MF
746,Ruben Providence,MF,ht Haiti,24.0,2.nl Almere City,2001.0,3.0,3.0,220.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26bab383,0.0,0.0,0.0,0.0,0.0,N/A
747,Lukáš Provod,FW,cz Czechia,29.0,1.cz Slavia Prague,1996.0,3.0,1.0,122.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8f21b7bd,0.0,0.0,0.0,0.0,0.0,N/A
748,Marc Pubill,DF,es Spain,22.0,1.es Atlético Madrid,2003.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365113c0,0.0,0.0,0.0,0.0,0.0,N/A
749,Gustavo Puerta,MF,co Colombia,22.0,2.es Racing Sant,2003.0,5.0,5.0,469.0,5.2,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2c08cab0,0.19,0.19,0.0,0.0,0.19,N/A
750,Christian Pulisic,MF,us United States,27.0,1.it Milan,1998.0,4.0,3.0,223.0,2.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1bf33a9a,0.4,0.4,0.0,0.0,0.4,N/A
751,Ahmed Qasem,MF,iq Iraq,22.0,1.us Nashville SC,2003.0,3.0,2.0,123.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27219ecb,0.0,0.0,0.0,0.0,0.0,FW
752,Jarell Quansah,DF,eng England,23.0,1.de Leverkusen,2003.0,3.0,3.0,197.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4125cb98,0.0,0.0,0.0,0.0,0.0,N/A
753,Julián Quiñones,FW,mx Mexico,29.0,1.sa Al-Qadsiah,1997.0,5.0,5.0,410.0,4.6,4.0,1.0,5.0,4.0,0.0,0.0,0.0,0.0,5535c728,0.22,1.1,0.88,0.88,1.1,MF
754,Alberto Quintero,FW,pa Panama,38.0,1.pa Plaza Amador,1987.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5854ae43,0.0,0.0,0.0,0.0,0.0,MF
755,Juan Quintero,FW,co Colombia,33.0,1.ar River Plate,1993.0,4.0,0.0,121.0,1.3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,540d0b37,0.74,0.74,0.0,0.0,0.74,MF
756,Ramy Rabia,DF,eg Egypt,33.0,1.ae Al Ain,1993.0,5.0,3.0,372.0,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,e32afa36,0.0,0.0,0.0,0.0,0.0,N/A
757,Adrien Rabiot,MF,fr France,31.0,1.it Milan,1995.0,7.0,7.0,585.0,6.5,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,8794e251,0.15,0.15,0.0,0.0,0.15,N/A
758,Stjepan Radeljić,DF,ba Bosnia–Herz,28.0,1.hr Rijeka,1997.0,2.0,2.0,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,30e03a25,0.0,0.0,0.0,0.0,0.0,N/A
759,Soufiane Rahimi,FW,ma Morocco,30.0,1.ae Al Ain,1996.0,6.0,0.0,163.0,1.8,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,f126a259,0.55,1.66,1.1,1.1,1.66,N/A
760,Abdul Rahman Baba,DF,gh Ghana,31.0,1.gr PAOK,1994.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,e4086af3,0.0,0.0,0.0,0.0,0.0,MF
761,Anthony Ralston,DF,sct Scotland,27.0,1.sct Celtic,1998.0,2.0,0.0,11.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56208b05,0.0,0.0,0.0,0.0,0.0,N/A
762,Gonçalo Ramos,FW,pt Portugal,24.0,1.fr PSG,2001.0,2.0,0.0,36.0,0.4,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,f63cda26,0.0,2.5,2.5,2.5,2.5,N/A
763,Jiovany Ramos,DF,pa Panama,29.0,1.ve Puerto Cabello,1997.0,2.0,2.0,166.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30cda59f,0.0,0.0,0.0,0.0,0.0,N/A
764,Jesse Randall,MF,nz New Zealand,23.0,1.au Auckland FC,2002.0,3.0,0.0,61.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,513ec88e,0.0,0.0,0.0,0.0,0.0,N/A
765,Raúl Rangel,GK,mx Mexico,26.0,1.mx Guadalajara,2000.0,5.0,5.0,437.0,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15f733fb,0.0,0.0,0.0,0.0,0.0,N/A
766,Raphinha,MF,br Brazil,29.0,1.es Barcelona,1996.0,2.0,2.0,129.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3423f250,0.0,0.0,0.0,0.0,0.0,FW
767,Nizar Al Rashdan,MF,jo Jordan,27.0,1.qa Qatar SC,1999.0,3.0,3.0,255.0,2.8,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,feaa0ffd,0.0,0.35,0.35,0.35,0.35,N/A
768,Marcus Rashford,MF,eng England,28.0,1.es Barcelona,1997.0,6.0,3.0,223.0,2.5,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,a1d5bd30,0.4,0.81,0.4,0.4,0.81,N/A
769,Nicolas Raskin,MF,be Belgium,25.0,1.sct Rangers,2001.0,6.0,3.0,341.0,3.8,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,dba1f190,0.53,0.53,0.0,0.0,0.53,N/A
770,David Raum,DF,de Germany,28.0,1.de RB Leipzig,1998.0,2.0,1.0,108.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7d450ed3,0.0,0.0,0.0,0.0,0.0,N/A
771,Noor Al Rawabdeh,MF,jo Jordan,29.0,1.my Selangor FA,1997.0,3.0,3.0,270.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3bb06c86,0.33,0.33,0.0,0.0,0.33,N/A
772,Rayan,FW,br Brazil,19.0,1.eng Bournemouth,2006.0,4.0,3.0,288.0,3.2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,288647fc,0.31,0.31,0.0,0.0,0.31,MF
773,Iqraam Rayners,FW,za South Africa,30.0,1.za Sundowns,1995.0,4.0,2.0,161.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190b0d5e,0.0,0.0,0.0,0.0,0.0,N/A
774,Tim Ream,DF,us United States,38.0,1.us Charlotte,1987.0,4.0,4.0,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28b40c9c,0.0,0.0,0.0,0.0,0.0,N/A
775,Tijjani Reijnders,MF,nl Netherlands,27.0,1.eng Manchester City,1998.0,3.0,3.0,199.0,2.2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,afb61630,0.45,0.45,0.0,0.0,0.45,N/A
776,Omar Rekik,DF,tn Tunisia,24.0,1.si NK Maribor,2001.0,2.0,2.0,180.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,e69e0f7b,0.0,0.5,0.5,0.5,0.5,N/A
777,Israel Reyes,DF,mx Mexico,26.0,1.mx América,2000.0,4.0,2.0,202.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0db8bbc4,0.0,0.0,0.0,0.0,0.0,N/A
778,Gio Reyna,MF,us United States,23.0,1.de Gladbach,2002.0,5.0,1.0,131.0,1.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,7fa4e703,0.0,0.69,0.69,0.69,0.69,N/A
779,Ramin Rezaeian,DF,ir IR Iran,36.0,1.ir Foolad,1990.0,3.0,3.0,270.0,3.0,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,c0ae3446,0.33,1.0,0.67,0.67,1.0,MF
780,Chadi Riad,DF,ma Morocco,22.0,1.eng Crystal Palace,2003.0,4.0,4.0,344.0,3.8,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,b3b9b8b8,0.26,0.26,0.0,0.0,0.26,N/A
781,Declan Rice,MF,eng England,27.0,1.eng Arsenal,1999.0,7.0,7.0,557.0,6.2,1.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,1c7012b8,0.32,0.48,0.16,0.16,0.48,N/A
782,Chris Richards,DF,us United States,26.0,1.eng Crystal Palace,2000.0,4.0,4.0,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0a3d6d2b,0.0,0.0,0.0,0.0,0.0,N/A
783,Fabian Rieder,MF,ch Switzerland,24.0,1.de Augsburg,2002.0,5.0,3.0,302.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c2bd8585,0.0,0.0,0.0,0.0,0.0,FW
784,Richard Ríos,MF,co Colombia,26.0,1.pt Benfica,2000.0,5.0,0.0,140.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,72da065d,0.0,0.0,0.0,0.0,0.0,N/A
785,Ró-Ró,DF,qa Qatar,35.0,1.qa Al Sadd,1990.0,3.0,3.0,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8735fe66,0.0,0.0,0.0,0.0,0.0,N/A
786,Andy Robertson,DF,sct Scotland,32.0,1.eng Liverpool,1994.0,3.0,3.0,225.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2e4f5f03,0.0,0.0,0.0,0.0,0.0,N/A
787,Antonee Robinson,DF,us United States,28.0,1.eng Fulham,1997.0,4.0,4.0,348.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,289601e6,0.0,0.0,0.0,0.0,0.0,MF
788,Miles Robinson,DF,us United States,29.0,1.us FC Cincinnati,1997.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,782a95d9,0.0,0.0,0.0,0.0,0.0,N/A
789,Sergio Rochet,GK,uy Uruguay,33.0,1.br Internacional,1993.0,1.0,0.0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81b99b9e,0.0,0.0,0.0,0.0,0.0,N/A
790,Rodri,MF,es Spain,29.0,1.eng Manchester City,1996.0,8.0,8.0,724.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6434f10d,0.0,0.0,0.0,0.0,0.0,N/A
791,Garry Rodrigues,MF,cv Cabo Verde,35.0,1.cy Apollon Limassol,1990.0,2.0,1.0,76.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149895bf,0.0,0.0,0.0,0.0,0.0,N/A
792,Brian Rodríguez,FW,uy Uruguay,26.0,1.mx América,2000.0,3.0,0.0,41.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c86041d7,0.0,0.0,0.0,0.0,0.0,MF
793,James Rodríguez,FW,co Colombia,34.0,1.us Minnesota Utd,1991.0,5.0,5.0,313.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,715bf047,0.0,0.0,0.0,0.0,0.0,MF
794,Kevin Rodríguez,FW,ec Ecuador,26.0,1.be Union SG,2000.0,4.0,0.0,118.0,1.3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,189fb038,0.76,0.76,0.0,0.0,0.76,N/A
795,Ricardo Rodríguez,DF,ch Switzerland,33.0,1.es Real Betis,1992.0,6.0,6.0,517.0,5.7,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,7f78ad23,0.17,0.17,0.0,0.0,0.17,N/A
796,Tomás Rodríguez,FW,pa Panama,27.0,1.cr Saprissa,1999.0,2.0,1.0,46.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59f97bc8,0.0,0.0,0.0,0.0,0.0,N/A
797,Godfried Roemeratoe,MF,cw Curaçao,26.0,2.nl RKC Waalwijk,1999.0,1.0,0.0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a646b710,0.0,0.0,0.0,0.0,0.0,N/A
798,Morgan Rogers,MF,eng England,23.0,1.eng Aston Villa,2002.0,7.0,3.0,339.0,3.8,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2e5915f1,0.27,0.27,0.0,0.0,0.27,N/A
799,Cristian Romero,DF,ar Argentina,28.0,1.eng Tottenham,1998.0,7.0,7.0,608.0,6.8,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,a3d94a58,0.0,0.15,0.15,0.15,0.15,N/A
800,Luis Romo,MF,mx Mexico,31.0,1.mx Guadalajara,1995.0,4.0,4.0,264.0,2.9,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,e590bb10,0.34,0.68,0.34,0.34,0.68,N/A
801,Cristiano Ronaldo,FW,pt Portugal,41.0,1.sa Al-Nassr,1985.0,5.0,5.0,440.0,4.9,3.0,0.0,3.0,2.0,1.0,1.0,0.0,0.0,dea698d9,0.0,0.61,0.61,0.41,0.41,N/A
802,Eloy Room,GK,cw Curaçao,37.0,2.us Miami FC,1989.0,3.0,3.0,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6b33d86b,0.0,0.0,0.0,0.0,0.0,N/A
803,Marten de Roon,DF,nl Netherlands,35.0,1.it Atalanta,1991.0,1.0,0.0,11.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2a1beb34,0.0,0.0,0.0,0.0,0.0,MF
804,Saed Al-Rosan,DF,jo Jordan,29.0,1.jo Al-Hussein SC,1997.0,1.0,0.0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,f3115445,0.0,0.0,0.0,0.0,0.0,N/A
805,Antonio Rüdiger,DF,de Germany,33.0,1.es Real Madrid,1993.0,4.0,2.0,262.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18b896d6,0.0,0.0,0.0,0.0,0.0,N/A
806,Fabián Ruiz Peña,MF,es Spain,30.0,1.fr PSG,1996.0,8.0,4.0,321.0,3.6,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,c0c7ff58,0.0,0.28,0.28,0.28,0.28,N/A
807,Mathew Ryan,GK,au Australia,34.0,1.es Levante,1992.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4535e4bb,0.0,0.0,0.0,0.0,0.0,N/A
808,Julian Ryerson,DF,no Norway,28.0,1.de Dortmund,1997.0,4.0,4.0,223.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,009a4f60,0.0,0.0,0.0,0.0,0.0,N/A
809,Elias Saad,MF,tn Tunisia,26.0,2.de Hannover 96,1999.0,2.0,2.0,116.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78a2284f,0.0,0.0,0.0,0.0,0.0,FW
810,Marwane Saâdane,DF,ma Morocco,34.0,1.sa Al-Fateh,1992.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14f47102,0.0,0.0,0.0,0.0,0.0,MF
811,Mustafa Saadoon,DF,iq Iraq,25.0,1.iq Al-Shorta,2001.0,1.0,0.0,18.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,928dc5c9,0.0,0.0,0.0,0.0,0.0,N/A
812,Mahmoud Saber,MF,eg Egypt,24.0,1.eg ZED,2001.0,2.0,1.0,46.0,0.5,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,632c42f5,0.0,1.96,1.96,1.96,1.96,N/A
813,Marcel Sabitzer,MF,at Austria,32.0,1.de Dortmund,1994.0,4.0,4.0,360.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,e280527c,0.0,0.25,0.25,0.25,0.25,N/A
814,Noah Sadiki,MF,cd Congo DR,21.0,1.eng Sunderland,2004.0,4.0,2.0,259.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,645481cc,0.0,0.0,0.0,0.0,0.0,N/A
815,Michal Sadílek,MF,cz Czechia,27.0,1.cz Slavia Prague,1999.0,3.0,2.0,183.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,7c9fa389,0.0,0.49,0.49,0.49,0.49,N/A
816,Alexis Saelemaekers,MF,be Belgium,26.0,1.it Milan,1999.0,4.0,1.0,83.0,0.9,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,ee251371,0.0,1.08,1.08,1.08,1.08,N/A
817,Ismael Saibari,FW,ma Morocco,25.0,1.nl PSV,2001.0,5.0,5.0,381.0,4.2,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,3ec9f005,0.0,0.71,0.71,0.71,0.71,N/A
818,Bukayo Saka,MF,eng England,24.0,1.eng Arsenal,2001.0,7.0,3.0,358.0,4.0,3.0,3.0,6.0,2.0,1.0,1.0,0.0,0.0,bc7dc64d,0.75,1.51,0.75,0.5,1.26,N/A
819,Mohamed Salah,FW,eg Egypt,33.0,1.eng Liverpool,1992.0,5.0,5.0,425.0,4.7,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,e342ad68,0.42,0.64,0.21,0.21,0.64,MF
820,Anass Salah-Eddine,DF,ma Morocco,24.0,1.nl PSV,2002.0,4.0,2.0,212.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0d274394,0.0,0.0,0.0,0.0,0.0,N/A
821,Nathan Saliba,MF,ca Canada,22.0,1.be Anderlecht,2004.0,3.0,2.0,182.0,2.0,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,44cfc681,0.99,1.48,0.49,0.49,1.48,N/A
822,William Saliba,DF,fr France,25.0,1.eng Arsenal,2001.0,6.0,6.0,479.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,972aeb2a,0.0,0.0,0.0,0.0,0.0,N/A
823,Shurandy Sambo,DF,cw Curaçao,24.0,1.nl Sparta R.,2001.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4b1d5a70,0.0,0.0,0.0,0.0,0.0,N/A
824,Antonio Sanabria,FW,py Paraguay,30.0,1.it Cremonese,1996.0,2.0,1.0,83.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0a447501,0.0,0.0,0.0,0.0,0.0,N/A
825,Davinson Sánchez,DF,co Colombia,30.0,1.tr Galatasaray,1996.0,5.0,5.0,480.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,da7b447d,0.0,0.0,0.0,0.0,0.0,N/A
826,Jorge Sánchez,DF,mx Mexico,28.0,1.gr PAOK,1997.0,4.0,4.0,348.0,3.9,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,c8d1c3a5,0.26,0.26,0.0,0.0,0.26,N/A
827,Alex Sandro,DF,br Brazil,35.0,1.br Flamengo,1991.0,1.0,0.0,9.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0d82903c,0.0,0.0,0.0,0.0,0.0,MF
828,Leroy Sané,MF,de Germany,30.0,1.tr Galatasaray,1996.0,4.0,4.0,326.0,3.6,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2b114be3,0.0,0.28,0.28,0.28,0.28,N/A
829,Ibrahim Sangaré,MF,ci Côte d'Ivoire,28.0,1.eng Nottingham,1997.0,4.0,3.0,268.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,bced0375,0.34,0.34,0.0,0.0,0.34,N/A
830,Kaishū Sano,MF,jp Japan,25.0,1.de Mainz 05,2000.0,3.0,3.0,270.0,3.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,7a7a6361,0.33,0.67,0.33,0.33,0.67,N/A
831,Danilo Santos,MF,br Brazil,25.0,1.br Botafogo–RJ,2001.0,4.0,0.0,46.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a816dbfb,0.0,0.0,0.0,0.0,0.0,N/A
832,Douglas Santos,DF,br Brazil,32.0,1.ru Zenit,1994.0,5.0,5.0,441.0,4.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,c50e5bba,0.0,0.0,0.0,0.0,0.0,N/A
833,Bara Sapoko Ndiaye,MF,sn Senegal,18.0,1.de Bayern Munich,2007.0,1.0,0.0,26.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fa080d50,0.0,0.0,0.0,0.0,0.0,N/A
834,Ismaila Sarr,MF,sn Senegal,28.0,1.eng Crystal Palace,1998.0,4.0,4.0,364.0,4.0,4.0,1.0,5.0,4.0,0.0,0.0,0.0,0.0,bfdb33aa,0.25,1.24,0.99,0.99,1.24,FW
835,Farrukh Sayfiev,DF,uz Uzbekistan,35.0,1.uz Neftchi FK,1991.0,1.0,0.0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bad66fb5,0.0,0.0,0.0,0.0,0.0,MF
836,Amine Sbai,FW,ma Morocco,25.0,1.fr Angers,2000.0,1.0,0.0,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bafbe06a,0.0,0.0,0.0,0.0,0.0,MF
837,Joe Scally,DF,us United States,23.0,1.de Gladbach,2002.0,2.0,1.0,87.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236f02cd,0.0,0.0,0.0,0.0,0.0,N/A
838,Patrik Schick,FW,cz Czechia,30.0,1.de Leverkusen,1996.0,3.0,2.0,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5d4f7d61,0.0,0.0,0.0,0.0,0.0,N/A
839,Andreas Schjelderup,FW,no Norway,22.0,1.pt Benfica,2004.0,6.0,2.0,252.0,2.8,1.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,a427724f,1.07,1.43,0.36,0.36,1.43,N/A
840,Alexander Schlager,GK,at Austria,30.0,1.at RB Salzburg,1996.0,4.0,4.0,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6fe5c35b,0.0,0.0,0.0,0.0,0.0,N/A
